id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm
954784902499449220,Rental unit in San Ġiljan · ★New · 1 bedroom · 1 bed · 1 bath,477790856,Matthew ThreeSixty Estates,San Giljan,35.919813841617675,14.488730405554248,Entire home/apt,111,3,0,129,331,0
954816105273285286,Rental unit in San Ġiljan · ★New · 4 bedrooms · 10 beds · 2 baths,518527203,Matthew,Swieqi,35.922696753555066,14.485116372087072,Entire home/apt,175,3,0,11,362,0
954897142039006751,Rental unit in St. Julian's · ★New · 1 bedroom · 2 beds · 1 bath,531026851,Spinola,San Giljan,35.9179971,14.4924564,Entire home/apt,52,7,0,1,88,0
954911655049690564,Rental unit in Il-Gżira · ★New · 1 bedroom · 2 beds · 1 bath,531024150,Francois,Gzira,35.90568905777189,14.494490621542107,Entire home/apt,65,2,0,1,253,0
954925285451548897,Rental unit in St. Julian's · ★New · Studio · 1 bed · Half-bath,530699527,Belis,San Giljan,35.9214241,14.4905868,Private room,70,1,1,1,269,1
954954158221751171,Home in San Ġiljan · ★New · 1 bedroom · 1 bed · 1 bath,530699481,Karen,San Giljan,35.91212848158852,14.488587683081068,Private room,39,3,0,2,256,0
954961230912392571,Rental unit in Paola · ★5.0 · 1 bedroom · 1 bed · Half-bath,531046823,Diana,Paola,35.87374652810505,14.507106118882117,Private room,40,1,4,1,262,4
955100120346170012,Home in Tas-Sliema · ★New · 1 bedroom · 4 beds · 3 shared baths,528789601,Sophia,Sliema,35.91014528250434,14.505726133756731,Shared room,22,1,2,11,267,2
955111165354986292,Rental unit in Tas-Sliema · ★New · 2 bedrooms · 2 beds · 2 baths,525798818,Nikki,Sliema,35.913505140807224,14.501385569311513,Entire home/apt,211,4,0,1,349,0
955217133794689085,Rental unit in Paceville · ★New · 1 bedroom · 1 bed · 1 bath,245746985,Serkan,Swieqi,35.92271628517088,14.47398405522108,Private room,70,1,0,6,269,0
955477122204181315,Home in Il-Furjana · ★New · 1 bedroom · 1 bed · 1 bath,2807708,Anna,Floriana,35.89032991397492,14.50613806137696,Entire home/apt,51,2,0,4,232,0
955506801869861308,Condo in Tas-Sliema · ★5.0 · 3 bedrooms · 5 beds · 3 baths,43872660,Marko,Sliema,35.90887753524948,14.509278159722212,Entire home/apt,230,2,3,3,245,3
955518810140245211,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 1 bed · 1 bath,504101427,Matthew Three Sixty Estates,San Pawl il-Bahar,35.950363619753794,14.385691623618012,Entire home/apt,64,3,1,4,365,1
955521676396444772,Rental unit in Paceville · ★New · 1 bedroom · 1 bed · 1 bath,245746985,Serkan,Swieqi,35.9227523911872,14.473963938653467,Private room,70,1,0,6,269,0
955688127561990444,Rental unit in Tas-Sliema · ★New · 1 bedroom · 1 bed · 1 bath,529903569,Mark,Sliema,35.90779688219599,14.508801659486483,Entire home/apt,120,1,0,2,269,0
955705235703558936,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.90372146811527,14.493680522680728,Private room,180,2,0,28,265,0
955724169893681225,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.90491,14.49458,Private room,180,2,0,28,265,0
955726194986522343,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 2 baths,463390289,Matthew ThreeSIXTY Estates,Gzira,35.90441906018236,14.49264193954968,Private room,180,2,0,28,265,0
955727241617282539,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.90447058048599,14.492460873855643,Private room,180,2,0,28,265,0
955727358635167810,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.9033492474904,14.49280360591701,Private room,180,2,0,28,265,0
955727576828260480,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.90493663744555,14.492278660987765,Private room,180,2,0,28,265,0
955727941150177611,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.90347010749813,14.492927702435876,Private room,180,2,0,28,265,0
955733408167844166,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.90452270103753,14.493252772710523,Private room,180,2,0,28,265,0
955733749503239049,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.9045508361846,14.494611459611988,Private room,180,2,0,28,251,0
955737149385588101,Hotel in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,463390289,Matthew ThreeSIXTY Estates,Gzira,35.903803907974705,14.492441589251516,Private room,180,2,0,28,265,0
955835650401981193,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 1 bed · 1.5 baths,531286473,Nicole,San Pawl il-Bahar,35.94922076694999,14.400020894426005,Entire home/apt,76,1,0,1,253,0
955921320469577493,Home in Tas-Sliema · ★New · 1 bedroom · 2 beds · 3 shared baths,528789601,Sophia,Sliema,35.91073257394461,14.50432989371505,Shared room,39,1,0,11,165,0
955924233529026355,Home in Tas-Sliema · ★New · 1 bedroom · 2 beds · 3 shared baths,528789601,Sophia,Sliema,35.91180809847958,14.503930090323207,Shared room,39,1,0,11,186,0
955930017430461529,Home in Tas-Sliema · ★4.50 · 1 bedroom · 5 beds · 3 shared baths,528789601,Sophia,Sliema,35.9123257563428,14.50620126629496,Shared room,20,1,4,11,267,4
955934323360560890,Home in Tas-Sliema · ★New · 1 bedroom · 5 beds · 3 shared baths,528789601,Sophia,Sliema,35.911962218537475,14.5058641634928,Shared room,22,1,0,11,267,0
955935237675209377,Rental unit in Bugibba · ★New · 1 bedroom · 1 bed · 1 bath,531314193,Andrea,San Pawl il-Bahar,35.94814966891089,14.413283579620844,Private room,38,1,2,1,89,2
955936615481790353,Home in Tas-Sliema · ★New · 1 bedroom · 5 beds · 3 shared baths,528789601,Sophia,Sliema,35.9117836297652,14.506054994104511,Shared room,22,1,0,11,0,0
955938328493440020,Home in Tas-Sliema · ★New · 1 bedroom · 5 beds · 3 shared baths,528789601,Sophia,Sliema,35.91012724420074,14.504433261218832,Shared room,24,1,0,11,266,0
955950646422322369,Home in Tas-Sliema · ★New · 1 bedroom · 4 beds · 3 shared baths,528789601,Sophia,Sliema,35.91140667237689,14.504517147617804,Shared room,21,1,1,11,267,1
956150018286808865,Home in Attard · ★New · 1 bedroom · 2 beds · 3 baths,353067143,Kelly And Ricardo,Attard,35.895739719974834,14.435491119280858,Private room,85,1,0,5,269,0
956153941826875412,Rental unit in San Ġiljan · ★4.67 · 1 bedroom · 1 bed · 1 bath,70023302,Michael,San Giljan,35.9197782,14.4924118,Entire home/apt,83,3,3,26,248,3
956187668989504077,Rental unit in Malta · ★5.0 · 1 bedroom · 3 beds · 1.5 baths,531360859,Valentina,Sliema,35.91090584862222,14.50418372669012,Entire home/apt,69,1,3,1,252,3
956242538132640366,Home in Xewkija · ★New · 6 bedrooms · 12 beds · 6 baths,216369417,Danielle,Xewkija,36.03039770631811,14.252944886684418,Entire home/apt,320,7,0,1,322,0
956286325013347686,Rental unit in San Ġiljan · ★New · 4 bedrooms · 10 beds · 2 baths,435301091,Libero,San Giljan,35.91148418365222,14.489859582970718,Entire home/apt,170,7,1,3,89,1
956319955228173299,Rental unit in St. Julian's · ★4.33 · 1 bedroom · 2 beds · 1.5 shared baths,380780399,Nader,San Giljan,35.911389839452525,14.486108178618164,Private room,31,1,3,3,352,3
956327677144649707,Rental unit in Il-Ħamrun · ★New · 3 bedrooms · 5 beds · 2.5 baths,531393687,Johann,Hamrun,35.88310380945103,14.485755290737922,Entire home/apt,255,3,0,1,159,0
956355532906726419,Home in Marsaxlokk · ★New · 3 bedrooms · 5 beds · 3 baths,531402721,Dolores,Marsaxlokk,35.8428979,14.547489,Entire home/apt,216,4,0,1,173,0
956363267250602738,Rental unit in Ta' Xbiex · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,86670634,Erhan,Msida,35.89914323976826,14.492318780611765,Private room,45,1,4,1,166,4
956419944225107109,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 4 beds · 1 bath,199655806,GetawaysMalta Neville,San Pawl il-Bahar,35.95075384688634,14.41090207087506,Entire home/apt,250,5,0,41,135,0
956435438200616745,Rental unit in Tas-Sliema · ★New · 3 bedrooms · 3 beds · 4 baths,278239533,András,San Giljan,35.91090042660847,14.493263319212794,Entire home/apt,169,3,0,20,50,0
956470462594457735,Rental unit in Il-Mosta · ★New · 1 bedroom · 1 bed · 1 bath,530479199,Joseph,Mosta,35.910692660422555,14.413505271077158,Private room,59,1,1,2,269,1
956528391159195711,Rental unit in Iż-Żurrieq · ★New · 3 bedrooms · 3 beds · 2 baths,531455660,Jonathan,Zurrieq,35.82617546811394,14.474090622003992,Entire home/apt,116,1,0,1,270,0
956541495181601092,Home in Tas-Sliema · ★New · 1 bedroom · 4 beds · 3 shared baths,528789601,Sophia,Sliema,35.91004090248016,14.504213696871668,Shared room,21,1,0,11,267,0
956906359484144962,Rental unit in Gozo · ★New · 2 bedrooms · 3 beds · 3 baths,531542604,David,Zebbug (Ghawdex),36.06375160912649,14.232949107462291,Entire home/apt,68,3,0,1,30,0
956954604333746519,Home in Hamrun · ★New · 5 bedrooms · 3 shared baths,531551228,Ok.,Hamrun,35.88524950434413,14.491410651065168,Shared room,17,2,0,1,257,0
957052993991207543,Rental unit in San Ġiljan · ★New · 2 bedrooms · 3 beds · 2 baths,477339853,Ruth,San Giljan,35.9196382,14.4928405,Entire home/apt,243,3,0,15,274,0
957101390247654868,Home in Victoria · ★New · 4 bedrooms · 4 beds · 6 baths,408217137,Alexander,Rabat (Victoria),36.05091,14.23584,Entire home/apt,250,2,0,1,270,0
957261696662024052,Rental unit in San Ġwann · ★New · 1 bedroom · 1 bed · 1 bath,94177250,Timea,San Gwann,35.908165559295924,14.480100497603416,Entire home/apt,72,2,0,1,53,0
957382323385592699,Rental unit in Il-Gżira · ★5.0 · 1 bedroom · 2 beds · 1 bath,481646887,Cristian Camilo,Gzira,35.9020967,14.488835,Private room,37,1,7,1,268,7
957641945993593701,Rental unit in Tas-Sliema · ★New · 1 bedroom · 1 bed · 1 shared bath,436567330,Pierfrancesco,Sliema,35.909538654784484,14.51026086235422,Private room,118,1,1,1,258,1
957661452757701737,Rental unit in Il-Kalkara · ★New · Studio · 1 bed · 1 bath,401410628,Maria,Kalkara,35.88845,14.52645,Entire home/apt,60,2,2,3,260,2
957672195278851865,Rental unit in San Ġiljan · ★New · 2 bedrooms · 3 beds · 2 baths,477339853,Ruth,San Giljan,35.91878088811408,14.49175982887422,Entire home/apt,260,3,1,15,274,1
957673699307512721,Rental unit in St. Julian's · ★New · 3 bedrooms · 4 beds · 3 baths,448284844,Manuel,San Giljan,35.92132,14.4909,Entire home/apt,181,1,2,4,259,2
957759323386907218,Rental unit in Il-Furjana · ★New · 2 bedrooms · 3 beds · 2 baths,22855332,Jeffrey,Floriana,35.8913511,14.5065736,Entire home/apt,85,2,1,9,137,1
957783489084935920,Rental unit in Il-Gudja · ★New · 1 bedroom · 1 bed · 1 bath,531740867,Alper,Gudja,35.8480003,14.5012089,Private room,44,1,1,1,257,1
957809115303445260,Rental unit in Is-Swieqi · ★New · 1 bedroom · 3 beds · 2 shared baths,516503549,Lautaro,Swieqi,35.91786198425356,14.48235189638007,Shared room,12,7,0,24,168,0
957814023120219260,Rental unit in San Pawl il-Baħar · ★New · 2 bedrooms · 5 beds · 1 bath,516503549,Lautaro,San Pawl il-Bahar,35.94692766344674,14.39462695512266,Entire home/apt,75,5,0,24,234,0
957847718289175154,Condo in Birkirkara · ★New · 1 bedroom · 2 beds · 2 shared baths,221154795,Mad,Birkirkara,35.900088534602574,14.469277815723318,Private room,29,1,0,2,269,0
957854417289759445,Home in San Ġiljan · ★New · 1 bedroom · 1 bed · 1 bath,81643511,Angelo,San Giljan,35.9111914,14.4887175,Entire home/apt,65,1,1,1,2,1
957916001104520271,Rental unit in Wied il-Għajn · ★New · 2 bedrooms · 3 beds · 2 baths,397036975,Kenneth,Marsascala,35.859218472456945,14.568655894437692,Entire home/apt,193,4,0,5,354,0
957929536034088017,Home in Sliema · ★New · 1 bedroom · 1 bed · 1 bath,96809302,Nina,Sliema,35.9134513,14.4986874,Private room,50,2,1,1,261,1
957962405815012348,Rental unit in Wied il-Għajn · ★New · 2 bedrooms · 4 beds · 2 baths,397036975,Kenneth,Marsascala,35.85709924563249,14.568818882873712,Entire home/apt,193,4,0,5,355,0
958323167609569657,Rental unit in San Pawl il-Baħar · ★New · 2 bedrooms · 3 beds · 1 bath,498652642,Ws,San Pawl il-Bahar,35.949261831512594,14.421345318385317,Entire home/apt,68,2,0,4,266,0
958405345095236072,Condo in Rabat · ★New · 1 bedroom · 3 beds · 3 baths,51425130,Wendy,Rabat (Malta),35.88296544132863,14.40135855227709,Entire home/apt,50,3,0,2,312,0
958451001998210311,Rental unit in San Pawl il-Baħar · ★New · 2 bedrooms · 3 beds · 2 baths,223318517,Evgueni,San Pawl il-Bahar,35.9504385267697,14.421421106216448,Entire home/apt,55,1,1,12,168,1
958483869169639452,Rental unit in San Pawl il-Baħar · ★New · 2 bedrooms · 3 beds · 2 baths,531960323,Angela,San Pawl il-Bahar,35.9484188,14.3972303,Entire home/apt,200,3,0,1,269,0
958654144924496463,Home in L-Għasri · ★New · 2 bedrooms · 3 beds · 2 baths,167920679,Stefan,Ghasri,36.0628064308487,14.224103706646892,Entire home/apt,140,5,0,23,350,0
958655869918154220,Rental unit in Għajnsielem · ★New · 2 bedrooms · 2 beds · 1 bath,57371916,Daniel,Ghajnsielem,36.02851,14.28528,Entire home/apt,50,14,0,2,28,0
958710497927577592,Rental unit in San Pawl il-Baħar · ★5.0 · 1 bedroom · 1 bed · 1 bath,481484953,George,San Pawl il-Bahar,35.94807874321544,14.408973533334784,Entire home/apt,67,2,5,1,298,5
958713226747452032,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 1 bed · 1 bath,532040209,David,San Pawl il-Bahar,35.95018226159887,14.417768429945566,Private room,65,1,2,1,253,2
958724698181393031,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 1 bed · 1 bath,532044638,Abdul Monam M Kalil,San Pawl il-Bahar,35.946587038243706,14.418643414480664,Private room,39,1,1,1,263,1
958955455643887790,Rental unit in Tas-Sliema · ★New · 1 bedroom · 1 bed · 1 bath,426188147,Lazar,Sliema,35.91124361423354,14.499531066934672,Private room,48,3,0,1,83,0
959133168961787124,Rental unit in San Ġiljan · ★New · 2 bedrooms · 3 beds · 1 bath,528957245,Itiana,San Giljan,35.911371738938904,14.489321167395264,Entire home/apt,104,3,0,2,267,0
959136663919261134,Rental unit in Msida · ★New · 1 bedroom · 1 bed · 1 shared bath,762525,Lorna,Msida,35.89878968792336,14.483152239317018,Shared room,15,3,1,10,23,1
959148763472658753,Rental unit in Tas-Sliema · ★New · 1 bedroom · 1 bed · 1 private bath,289869692,Ertu,Sliema,35.91198988910306,14.50392057809926,Private room,64,4,0,1,34,0
959235704003977571,Home in Il-Belt Valletta · ★4.33 · 3 bedrooms · 3 beds · 2 baths,283964886,Milos,Valletta,35.9017698,14.5175642,Entire home/apt,205,3,3,2,297,3
959246508788007125,Rental unit in Valletta · ★New · 1 bedroom · 1 bed · 1 bath,419913456,Matthew ThreeSixty Estates,Valletta,35.90000292318068,14.510123029531464,Entire home/apt,500,3,0,8,365,0
959285424935823840,Rental unit in Tal-Pietà · ★New · 2 bedrooms · 2 beds · 1 bath,406509436,Alfred,Pieta,35.891391261762976,14.49361798180928,Entire home/apt,105,2,0,2,333,0
959297569499057739,Rental unit in Pembroke · ★New · 3 bedrooms · 3 beds · 2 baths,529188389,Nrgy,Pembroke,35.92626929764535,14.483943844168513,Entire home/apt,136,1,0,3,250,0
959323790774755473,Home in Ix-Xewkija · ★New · 5 bedrooms · 7 beds · 6 baths,530877289,James,Xewkija,36.03176859495264,14.255219768806054,Entire home/apt,220,1,0,2,121,0
959335133968108125,Rental unit in Tas-Sliema · ★New · 2 bedrooms · 3 beds · 1 bath,477790856,Matthew ThreeSixty Estates,Sliema,35.91417157040725,14.50665178599058,Entire home/apt,115,3,0,129,339,0
959362104104627508,Rental unit in St. Julian's · ★New · 1 bedroom · 1 bed · 1 shared bath,403671058,Estefany,San Giljan,35.924519,14.489464,Private room,55,5,0,2,17,0
959363704733262224,Rental unit in San Pawl il-Baħar · ★New · 3 bedrooms · 6 beds · 2 baths,47709970,Risto,San Pawl il-Bahar,35.95081307907401,14.418012388050556,Entire home/apt,57,4,0,30,83,0
959426187911407004,Rental unit in St. Julian's · ★New · 1 bedroom · 1 bed · 1 shared bath,403671058,Estefany,San Giljan,35.92344389589076,14.488607390466806,Private room,60,1,0,2,257,0
959454725847901929,Serviced apartment in Swieqi · ★New · 1 bedroom · 6 beds · 1 bath,20205857,Leandro,Swieqi,35.923339,14.478142,Entire home/apt,52,1,2,2,356,2
959471572618281279,Rental unit in L-Imsida · ★New · 1 bedroom · 1 bed · 1 shared bath,390201613,Jennifer,Msida,35.892281039071165,14.485187181375938,Private room,52,2,0,1,363,0
959486409304727976,Rental unit in Is-Swieqi · ★New · 1 bedroom · 1 bed · 1 private bath,515654402,Alimusab,Swieqi,35.92113,14.4837,Private room,46,3,2,3,36,2
959512061877670535,Rental unit in Sliema · ★New · 3 bedrooms · 5 beds · 2 baths,238081073,Marley,Sliema,35.913389572111534,14.498398316417104,Entire home/apt,87,2,1,25,0,1
959548867405503584,Rental unit in Tas-Sliema · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,532266217,Anıl Tuna,Sliema,35.90921935815346,14.50625844937381,Private room,53,1,4,2,0,4
959576026271832877,Rental unit in Tas-Sliema · ★5.0 · 1 bedroom · 2 beds · 1 bath,532266217,Anıl Tuna,Sliema,35.909538709041115,14.5065951229111,Private room,50,1,5,2,249,5
959846203853614175,Rental unit in Is-Swieqi · ★New · 2 bedrooms · 3 beds · 2 baths,238081073,Marley,Swieqi,35.92146,14.48023,Entire home/apt,75,2,2,25,6,2
959859271278734999,Home in Is-Swieqi · ★New · 1 bedroom · 1 bed · 1 bath,57307953,Nacho,Swieqi,35.92238768440689,14.476313066761309,Private room,60,1,0,1,363,0
959876710225258459,Rental unit in San Ġiljan · ★New · 2 bedrooms · 2 beds · 2 baths,62775845,Daniel,San Gwann,35.90875135282789,14.48290204314546,Entire home/apt,107,3,0,2,333,0
959911997054943161,Rental unit in Sliema · ★New · 3 bedrooms · 5 beds · 2.5 baths,46071584,Alessia,Sliema,35.90686060888987,14.511298520939707,Entire home/apt,321,2,1,1,251,1
959930391629405709,Rental unit in Il-Gżira · ★New · 2 bedrooms · 1 bed · 1 bath,477010353,Emiliano,Gzira,35.90337155775033,14.495323493007202,Private room,69,2,0,1,253,0
959965831922115301,Rental unit in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,279004452,Benjamin,Gzira,35.90430013345222,14.494013311468516,Private room,53,5,2,3,226,2
959973801810589876,Home in Birkirkara · ★New · 1 bedroom · 1 bed · 1.5 baths,525182244,David A,Birkirkara,35.9037288502694,14.462181848826347,Private room,51,1,1,2,269,1
960025540045491357,Rental unit in Il-Belt Valletta · ★New · 2 bedrooms · 2 beds · 2 baths,118489013,Ed,Valletta,35.9000172,14.5107437,Entire home/apt,900,2,0,19,212,0
