id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm
949178104492292272,Rental unit in Naxxar · ★New · 3 bedrooms · 3 beds · 2 baths,516136671,Luigi,Naxxar,35.93799852481432,14.451688718197506,Entire home/apt,95,3,0,2,121,0
949180773611824640,Rental unit in Il-Mellieħa · ★New · 2 bedrooms · 2 beds · 2 baths,529436146,Nathan,Mellieha,35.9613198100433,14.365704336477062,Entire home/apt,51,3,1,1,196,1
949233369678581585,Rental unit in Il-Gżira · ★New · 2 bedrooms · 4 beds · 2 baths,529457815,Carmen,Gzira,35.90772512228551,14.493747562310858,Entire home/apt,100,1,0,2,105,0
949242898881617305,Rental unit in Is-Swieqi · ★New · 1 bedroom · 1 bed · 1 bath,529459714,Irem,Swieqi,35.9191233921072,14.484486488448765,Private room,42,1,1,1,342,1
949265839739316713,Rental unit in St. Julian's · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,484167961,Juan David,San Giljan,35.9127305,14.4869215,Private room,35,1,4,1,16,4
949625542202161246,Rental unit in Marsaskala · ★New · 1 bedroom · 2 beds · 2 baths,29609729,Charlot,Marsascala,35.8602902413765,14.560608394890917,Entire home/apt,50,3,0,1,165,0
949716276226438730,Bed and breakfast in Zebbug · ★5.0 · 1 bedroom · 1 bed · 1 bath,529594349,Brian,Zebbug (Ghawdex),36.064623538031206,14.235126829590556,Private room,42,1,7,1,364,7
949746921926295587,Serviced apartment in Valletta · ★4.67 · 1 bedroom · 1 bed · 1 bath,369833322,CozyValletta Stays,Valletta,35.900418258206514,14.514450731916064,Entire home/apt,66,1,3,2,192,3
949760068733600879,Home in San Ġiljan · ★New · 1 bedroom · 1 bed · 1 bath,174125365,Claudia,San Giljan,35.9211857,14.489361,Entire home/apt,79,4,0,1,323,0
949778228332162812,Rental unit in Tas-Sliema · ★New · 1 bedroom · 2 beds · 1 bath,199847724,Owen,Sliema,35.911024181247804,14.493743054993963,Entire home/apt,93,2,1,11,246,1
949778816411603853,Rental unit in Tas-Sliema · ★5.0 · Studio · 3 beds · 1 bath,199847724,Owen,Sliema,35.91106519469047,14.49514534973756,Entire home/apt,92,2,3,11,249,3
949795246942322146,Rental unit in Tas-Sliema · ★New · 1 bedroom · 3 beds · 1 bath,199847724,Owen,San Giljan,35.91023177088036,14.493701149168452,Entire home/apt,88,2,2,11,239,2
949867636047098632,Rental unit in Pembroke · ★New · 2 bedrooms · 3 beds · 2 baths,11806692,Andrea,Pembroke,35.928090831865056,14.47902767799934,Entire home/apt,229,3,1,6,209,1
950018324302744749,Rental unit in Marsaskala · ★4.50 · 2 bedrooms · 2 beds · 1 bath,529683188,Mandy,Marsascala,35.86045110487844,14.564651864204665,Entire home/apt,85,2,4,1,142,4
950034264673664126,Home in San Ġwann · ★New · Studio · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,227,0
950048851274269701,Home in San Ġwann · ★New · Studio · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,258,0
950050989243094484,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,11,1,1,28,263,1
950051353270679422,Bed and breakfast in Tas-Sliema · ★4.0 · 1 bedroom · 1 bed · 1 bath,521032514,Cihat,Sliema,35.909419124614885,14.50377642707664,Private room,27,1,3,3,176,3
950052490937152219,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,2,28,264,2
950057459777305584,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,263,0
950060544372648842,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,1,28,263,1
950062783545356160,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,264,0
950064313651688602,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,263,0
950067392718245788,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,1,28,260,1
950068985769437264,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,259,0
950070640564688796,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,2,28,249,2
950073083599660907,Home in San Ġwann · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,11,1,3,28,263,3
950077396917737800,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Private room,26,1,2,28,258,2
950124277933193585,Home in Is-Swieqi · ★New · 3 bedrooms · 1 bed · 3 shared baths,526650460,Sofia,Swieqi,35.92254903052036,14.481755755841734,Private room,60,1,1,3,269,1
950132230809665038,Rental unit in Tas-Sliema · ★New · 2 bedrooms · 2 beds · 2 baths,426245320,Shaun,Sliema,35.91574224740873,14.502333998680111,Entire home/apt,179,1,0,1,104,0
950315139810840316,Rental unit in L-Imsida · ★New · 2 bedrooms · 4 beds · 1 bath,124383369,Jo,Msida,35.89822634630022,14.488509431753336,Entire home/apt,54,5,2,5,5,2
950453695018514088,Rental unit in Tas-Sliema · ★New · 1 bedroom · 3 beds · 1 bath,199847724,Owen,Sliema,35.9107263,14.4948664,Entire home/apt,88,2,2,11,249,2
950495088751867400,Rental unit in Il-Gżira · ★New · 3 bedrooms · 3 beds · 3 baths,435301091,Libero,Gzira,35.90650655323568,14.49568105315803,Entire home/apt,219,1,1,3,269,1
950495882373783088,Rental unit in Marsaskala · ★New · 2 bedrooms · 3 beds · 1.5 baths,263287742,Jurgen,Marsascala,35.868199870385226,14.57138381707204,Entire home/apt,129,3,0,1,30,0
950517905920499539,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 2 beds · 1 bath,241524824,Karolína,San Pawl il-Bahar,35.95024305545621,14.38415742590244,Private room,57,1,1,1,198,1
950549312891836844,Home in Birkirkara · ★New · 1 bedroom · 2 beds · 1 shared bath,494963187,Vanessa,Birkirkara,35.8961327,14.4644929,Private room,25,1,1,1,64,1
950552249745224674,Rental unit in L-Imsida · ★New · 3 bedrooms · 6 beds · 2 baths,435301091,Libero,Msida,35.89919652727376,14.48716606494294,Entire home/apt,180,1,1,3,238,1
950567002601645845,Condo in Marsaskala · ★New · 1 bedroom · 1 bed · Half-bath,227406582,Claire,Marsascala,35.859166255304295,14.567732616680315,Private room,21,1,0,1,194,0
950632146799624799,Rental unit in Il-Gżira · ★4.83 · 1 bedroom · 1 bed · 1 bath,225858474,Tatiana,Gzira,35.90847398052418,14.49444151552329,Private room,27,1,6,3,251,6
950635393596219223,Bed and breakfast in San Pawl il-Baħar · ★3.33 · 1 bedroom · 2 beds · 1 shared bath,364643251,Eve,San Pawl il-Bahar,35.95050777710565,14.415368561081117,Private room,35,1,3,16,90,3
950653626663162822,Home in L-Iklin · ★New · 1 bedroom · 1 bed · 1 shared bath,45762246,Mustafa,Iklin,35.9029245,14.4555906,Private room,25,2,1,1,87,1
950677956423844052,Rental unit in Tas-Sliema · ★New · 2 bedrooms · 3 beds · 3 baths,357763274,Michal,Sliema,35.90716023005618,14.508475407348088,Entire home/apt,176,3,0,11,229,0
950683310258768651,Rental unit in Tas-Sliema · ★New · 2 bedrooms · 3 beds · 2 baths,357763274,Michal,Sliema,35.90830761325958,14.50983541686315,Entire home/apt,174,3,0,11,352,0
950685450761539179,Rental unit in Tas-Sliema · ★New · 2 bedrooms · 3 beds · 2 baths,357763274,Michal,Sliema,35.90873569600355,14.5081886096894,Entire home/apt,174,3,0,11,354,0
950685493812478811,Rental unit in Tas-Sliema · ★New · 2 bedrooms · 3 beds · 2 baths,357763274,Michal,Sliema,35.90693981964763,14.509918704019576,Entire home/apt,162,3,0,11,227,0
950759715673772652,Rental unit in Is-Swieqi · ★New · 1 bedroom · 1 bed · 1 private bath,12103762,Grace,Swieqi,35.92012093792708,14.484311844634975,Private room,37,2,2,2,80,2
950785268575470396,Rental unit in Tas-Sliema · ★New · 1 bedroom · 1 bed · 1 bath,529903569,Mark,Sliema,35.90745688110028,14.508187051597083,Entire home/apt,111,2,0,2,269,0
951082727522703757,Rental unit in Ħal Luqa · ★New · 2 bedrooms · 3 beds · 1 bath,107171172,Jessica,Luqa,35.86034684540393,14.48668312289275,Entire home/apt,85,2,2,1,263,2
951295415986742805,Bed and breakfast in St. Julian's · ★New · 1 bedroom · 6 beds · 1 bath,518862331,Nicola,San Giljan,35.9242298455814,14.490873502084929,Private room,129,1,0,9,270,0
951320622118730631,Rental unit in Il-Mosta · ★New · 1 bedroom · 1 bed · 1 bath,87736614,Carina,Mosta,35.9044174,14.4194144,Entire home/apt,64,2,0,1,328,0
951330610182517753,Home in Birgu · ★New · 1 bedroom · 1 bed · 1 bath,97414120,William,Birgu,35.88880483588662,14.522938856464744,Entire home/apt,75,1,1,45,270,1
951350577186448464,Rental unit in Il-Furjana · ★5.0 · 1 bedroom · 2 beds · 1 bath,530048352,Roderick,Floriana,35.8906563,14.5058412,Entire home/apt,75,3,3,1,236,3
951356123758361358,Rental unit in Il-Belt Valletta · ★4.75 · 1 bedroom · 1 bed · 1 bath,57091666,Luca,Valletta,35.89815802943736,14.516116057454948,Entire home/apt,110,1,4,1,239,4
951379874565373300,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,1,28,258,1
951383683670958805,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,263,0
951385737970900267,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,1,28,264,1
951388012452891972,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,240,0
951408670366010353,Rental unit in Il-Mellieħa · ★New · 1 bedroom · 1 bed · 1 bath,26668634,John,Mellieha,35.959099499368826,14.36338982940485,Entire home/apt,69,3,0,3,219,0
951420801772372560,Home in Birkirkara · ★New · 2 bedrooms · 6 beds · 2 baths,488575717,Mok,Birkirkara,35.89359,14.47303,Entire home/apt,114,3,0,38,270,0
951421753723524072,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,2,28,263,2
951424636443795130,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,1,28,250,1
951426576018867434,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,1,28,263,1
951428517629997213,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,263,0
951431123908268771,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,257,0
951433343703691878,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,12,1,0,28,261,0
951435320798702121,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,10,1,0,28,255,0
951437070869467839,Home in San Ġwann · ★New · 1 bedroom · 1 bed · 1 shared bath,162866649,R Steven,San Gwann,35.9064958,14.4858646,Shared room,12,1,0,28,257,0
951522906676998974,Rental unit in Il-Mellieħa · ★New · 1 bedroom · 1 bed · 1 bath,504426986,Dolly,Mellieha,35.96494607092355,14.355965731079218,Entire home/apt,126,4,0,3,343,0
951541060248410622,Rental unit in San Ġwann · ★New · 1 bedroom · 1 bed · 1 bath,301485497,Berkan,San Gwann,35.9064862148109,14.478487484157084,Private room,24,1,1,1,262,1
951803805996697422,Rental unit in San Pawl il-Baħar · ★5.0 · 1 bedroom · 1 bed · 1 bath,461320328,Olena,San Pawl il-Bahar,35.9506612,14.4096217,Entire home/apt,96,2,6,6,152,6
951813661943840770,Rental unit in Is-Swieqi · ★New · 3 bedrooms · 3 beds · 2 baths,44947699,Edward,Swieqi,35.92295958158086,14.483143430435105,Entire home/apt,50,1,0,3,94,0
951882289379568687,Rental unit in St. Paul's Bay · ★New · 2 bedrooms · 5 beds · 2 baths,108585247,Yvonne,San Pawl il-Bahar,35.95079418662756,14.38023637301636,Entire home/apt,166,7,0,2,352,0
951906864993161986,Rental unit in Is-Swieqi · ★New · 1 bedroom · 1 bed · 1 bath,12103762,Grace,Swieqi,35.9190039469573,14.48351887847661,Private room,37,2,1,2,80,1
951919058761156033,Rental unit in In-Naxxar · ★New · 2 bedrooms · 4 beds · 1.5 baths,675153,Maria,Naxxar,35.93917336876556,14.453620330086943,Entire home/apt,110,1,0,7,147,0
951940594124391230,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 1 bed · 1 bath,527887865,Nenad,San Pawl il-Bahar,35.94817925525949,14.40896043684946,Private room,26,1,0,3,244,0
951943134406016867,Rental unit in Valletta · ★5.0 · 1 bedroom · 2 beds · 1 bath,833560,Hauke,Valletta,35.8985015,14.5168093,Entire home/apt,115,3,3,5,315,3
951983198656761391,Rental unit in Valletta · ★5.0 · 1 bedroom · 1 bed · 1 bath,833560,Hauke,Valletta,35.898200321850766,14.51711129397154,Entire home/apt,89,3,3,5,340,3
951987679309719515,Rental unit in Is-Swieqi · ★New · 1 bedroom · 1 bed · 1 bath,245746985,Serkan,Swieqi,35.92274587495816,14.473970644176006,Private room,80,1,0,6,269,0
952002336395481283,Home in Tas-Sliema · ★4.25 · 1 bedroom · 2 beds · 3 shared baths,528789601,Sophia,Sliema,35.91049,14.50428,Private room,38,1,4,11,187,4
952039524434584580,Rental unit in San Pawl il-Baħar · ★New · 3 bedrooms · 4 beds · 2 baths,490422323,Milena,San Pawl il-Bahar,35.94876073964975,14.407091837223398,Entire home/apt,132,3,0,13,139,0
952110865762098303,Home in Nadur · ★New · 2 bedrooms · 3 beds · 2 baths,510653492,Diane,Nadur,36.03593,14.29697,Entire home/apt,180,4,2,4,90,2
952123366331625640,Home in Nadur · ★New · 3 bedrooms · 4 beds · 3 baths,510653492,Diane,Nadur,36.03590646746559,14.295821557362096,Entire home/apt,275,3,0,4,90,0
952154809113407619,Home in Bugibba · ★New · 1 bedroom · 2 beds · 1 bath,96943749,Susanne,San Pawl il-Bahar,35.949949653084126,14.412971054294188,Entire home/apt,84,2,2,1,262,2
952154901950937900,Rental unit in Mellieħa · ★New · 2 bedrooms · 2 beds · 2 baths,89786523,Sandra,Mellieha,35.95494661671702,14.372531610442095,Entire home/apt,120,3,1,1,255,1
952162269782479969,Rental unit in Wied il-Għajn · ★New · Studio · 1 bed · 1 bath,397036975,Kenneth,Marsascala,35.8582929,14.5682116,Entire home/apt,85,4,0,5,276,0
952188819089064357,Rental unit in Triq il- Qolla is - safra Marsalforn Żebbug Gozo · ★New · 2 bedrooms · 2 beds · 2 baths,146346121,Caroline,Zebbug (Ghawdex),36.07105387660928,14.253541858034636,Entire home/apt,104,2,1,1,261,1
952212734876456048,Rental unit in St. Julian's · ★5.0 · 2 bedrooms · 4 beds · 2 baths,529900339,Milos,San Giljan,35.919096519715296,14.492394743710795,Entire home/apt,192,1,5,1,145,5
952230328005084588,Guesthouse in Il-Belt Valletta · ★5.0 · 1 bedroom · 1 bed · 1 bath,12367972,Mark,Valletta,35.89964925697392,14.510898599106014,Private room,126,1,3,5,7,3
952239559697918778,Guesthouse in Il-Belt Valletta · ★New · 1 bedroom · 1 bed · 1 bath,12367972,Mark,Valletta,35.89826,14.50992,Private room,117,1,1,5,2,1
952243097735885091,Guesthouse in Il-Belt Valletta · ★New · 1 bedroom · 1 bed · 1 bath,12367972,Mark,Valletta,35.90000138295661,14.51164807434473,Private room,114,1,1,5,5,1
952246557106063862,Guesthouse in Il-Belt Valletta · ★New · 1 bedroom · 1 bed · 1 bath,12367972,Mark,Valletta,35.899017700142416,14.511094461520896,Private room,123,1,1,5,1,1
952321523842630547,Rental unit in Iż-Żebbuġ · ★5.0 · 3 bedrooms · 5 beds · 2 baths,494100293,Lucas,Zebbug (Ghawdex),36.0726767806715,14.25749123096466,Entire home/apt,98,1,3,7,42,3
952328945394109889,Condo in San Pawl il-Baħar · ★New · 1 bedroom · 2 beds · 1 shared bath,128709961,Eduardo,San Pawl il-Bahar,35.95162271386838,14.42153077572584,Private room,100,2,1,1,337,1
952614415795431932,Rental unit in San Ġiljan · ★New · 2 bedrooms · 2 beds · 1 bath,477339853,Ruth,San Giljan,35.9196382,14.4928405,Entire home/apt,220,3,0,15,274,0
952686658541206524,Home in L-Għasri · ★New · Studio · 1 bed · 1 bath,167920679,Stefan,Ghasri,36.06002851280166,14.226299772690828,Entire home/apt,90,5,0,23,290,0
952698661113814627,Rental unit in Għajnsielem · ★5.0 · 1 bedroom · 1 bed · 2 baths,525659148,Irina,Ghajnsielem,36.02646857803492,14.295802018026205,Private room,55,1,3,1,269,3
952737224037763141,Rental unit in Floriana · ★New · 2 bedrooms · 1 bed · 2.5 baths,413972778,Giuseppe Alessandro,Floriana,35.89006,14.50734,Entire home/apt,220,1,0,2,270,0
952816785554241000,Rental unit in Sliema · ★New · 2 bedrooms · 2 beds · 2 baths,10430408,Camila,Sliema,35.91622012560029,14.501302434099768,Entire home/apt,177,3,1,3,4,1
952879232742181399,Rental unit in Il-Mosta · ★New · 1 bedroom · 1 bed · 1 bath,530479199,Joseph,Mosta,35.9115,14.41285,Private room,56,1,0,2,270,0
952905298746564360,Rental unit in San Ġwann · ★New · 4 bedrooms · 5 beds · 2 baths,389001519,Maria,San Gwann,35.910290625422626,14.481845523224507,Entire home/apt,118,1,1,2,180,1
952915335632973993,Rental unit in Msida · ★New · 1 bedroom · 1 bed · 1 bath,530491802,Glenn,Birkirkara,35.89797135457672,14.47262335612822,Entire home/apt,100,3,0,1,263,0
952977015774821755,Rental unit in Valletta · ★New · 1 bedroom · 1 bed · 1 bath,833560,Hauke,Valletta,35.89817993351252,14.517147258335864,Entire home/apt,97,2,0,5,341,0
952989869976094211,Rental unit in San Ġwann · ★New · 3 bedrooms · 4 beds · 3 baths,218206930,Danijela,San Gwann,35.9062015,14.4855461,Entire home/apt,130,30,0,2,1,0
953065757499084446,Rental unit in San Ġwann · ★New · 1 bedroom · 1 bed · 1 bath,508763915,Kubilay,San Gwann,35.9091741330512,14.478812366724014,Private room,45,1,1,5,0,1
953175112755647112,Condo in San Ġiljan · ★New · 3 bedrooms · 7 beds · 1 shared bath,23364000,Hossam,San Giljan,35.9214636377751,14.49035680840072,Shared room,70,1,0,2,264,0
953327979814953035,Rental unit in Hamrun · ★New · 2 bedrooms · 3 beds · 2 baths,490597980,Charlene,Marsa,35.88290185715511,14.486599301574705,Entire home/apt,108,7,0,4,264,0
953344322212788751,Rental unit in Is-Swieqi · ★New · 2 bedrooms · 3 beds · 1 bath,477790856,Matthew ThreeSixty Estates,Swieqi,35.91935558892265,14.482510779202244,Entire home/apt,121,3,0,129,364,0
953362887400117922,Rental unit in Wied il-Għajn · ★New · 1 bedroom · 2 beds · 1 bath,397036975,Kenneth,Marsascala,35.85851605022332,14.569380058255271,Entire home/apt,125,4,0,5,277,0
953393579120950383,Rental unit in Is-Swieqi · ★New · 3 bedrooms · 4 beds · 2 baths,148905956,Anna,Swieqi,35.92181847821446,14.472708231879867,Entire home/apt,220,6,0,1,46,0
953419019614449908,Rental unit in San Ġiljan · ★New · 2 bedrooms · 2 beds · 1 bath,477339853,Ruth,San Giljan,35.9196382,14.4928405,Entire home/apt,243,3,0,15,258,0
953426563806810326,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 1 bed · 1 private bath,395906035,Michele,San Pawl il-Bahar,35.954848594097506,14.422742572491453,Private room,60,2,1,16,332,1
953494207559989885,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 1 bed · 1 private bath,395906035,Michele,San Pawl il-Bahar,35.954761746273874,14.422764030163572,Private room,48,2,1,16,338,1
953501365251387173,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 1 bed · 1 private bath,395906035,Michele,San Pawl il-Bahar,35.95474437669768,14.42280694550781,Private room,48,2,0,16,332,0
953504590168921436,Rental unit in Ix-Xagħra · ★New · 2 bedrooms · 4 beds · 2 baths,132682654,Nick,Xaghra,36.05822929555042,14.268855556344828,Entire home/apt,140,5,1,6,269,1
953506232949131555,Home in L-Għasri · ★New · 1 bedroom · 2 beds · 1 bath,167920679,Stefan,Ghasri,36.05942959846741,14.224908074222256,Entire home/apt,90,5,0,23,347,0
953543405052039883,Rental unit in Wied il-Għajn · ★New · 3 bedrooms · 3 beds · 4.5 baths,36781816,Eric,Marsascala,35.85915244150707,14.564228156738316,Entire home/apt,146,3,0,2,359,0
953580622010246437,Boat in Valletta · ★New · 2 bedrooms · 2 beds · 3 baths,516213876,Ita,Sliema,35.91524949401357,14.495886974036694,Entire home/apt,165,1,0,1,88,0
953622439601766676,Rental unit in Il-Gżira · ★New · 1 bedroom · 1 bed · 1 bath,510443936,Sinclair,Gzira,35.90461727320502,14.49151974420966,Entire home/apt,120,1,1,18,228,1
953636277132308064,Rental unit in Tas-Sliema · ★New · 2 bedrooms · 2 beds · 2 baths,531028360,Anastasiia,Sliema,35.90690534324463,14.508856328684452,Entire home/apt,160,1,0,1,100,0
953642472926181000,Home in St. Julian's · ★New · 1 bedroom · 1 bed · 1.5 shared baths,76214284,Tony,San Giljan,35.92258580331456,14.491979744030722,Shared room,15,1,1,14,267,1
953663865144167522,Rental unit in Marsalforn · ★4.67 · 3 bedrooms · 5 beds · 2 baths,340230851,Shalome,Zebbug (Ghawdex),36.0745177999519,14.255994364455953,Entire home/apt,100,3,3,1,266,3
953669742372540361,Home in St. Julian's · ★New · 1 bedroom · 1 bed · 1.5 shared baths,76214284,Tony,San Giljan,35.924709790313685,14.49026878974609,Shared room,14,1,1,14,265,1
953669782923161427,Rental unit in Iż-Żebbuġ · ★New · 3 bedrooms · 5 beds · 2 baths,415203311,Marko,Zebbug (Ghawdex),36.07381712056727,14.257850657672137,Entire home/apt,139,1,2,10,250,2
953679366456835887,Home in L-Għasri · ★New · 2 bedrooms · 4 beds · 2 baths,167920679,Stefan,Ghasri,36.06024688132264,14.226490430347113,Entire home/apt,140,5,0,23,354,0
953987653316931863,Home in Floriana · ★New · 6 bedrooms · 7 beds · 4 baths,80026249,Zoe,Floriana,35.89095615365524,14.50623870041658,Entire home/apt,228,2,1,8,325,1
954085815545629893,Rental unit in L-Imtarfa · ★New · 1 bedroom · 1 bed · 1 bath,38482084,Josephine,Mtarfa,35.89081,14.39246,Private room,52,1,1,2,266,1
954086355865730294,Rental unit in L-Imtarfa · ★New · 1 bedroom · 2 beds · 1 bath,38482084,Josephine,Rabat (Malta),35.89057119229765,14.39177947512214,Private room,52,1,0,2,269,0
954117057849904221,Home in Wied il-Għajn · ★New · 2 bedrooms · 2 beds · 2 baths,417588120,Fabian,Marsascala,35.857877068010424,14.565247528836045,Entire home/apt,92,3,0,46,78,0
954117529120319562,Rental unit in St. Julian's · ★New · 1 bedroom · 2 beds · 1 bath,417588120,Fabian,San Giljan,35.9236797,14.490656,Entire home/apt,86,3,0,46,76,0
954161896666832387,Rental unit in Pietà · ★New · 1 bedroom · 1 bed · 1 bath,140727954,Aj,Pieta,35.89035,14.49264,Private room,38,3,2,5,143,2
954192496879126778,Rental unit in Il-Mellieħa · ★New · 1 bedroom · 1 bed · 1 bath,11836725,Roberto,Mellieha,35.95739,14.37194,Entire home/apt,60,1,0,7,105,0
954194866810191046,Rental unit in Naxxar · ★New · 1 bedroom · 1 bed · 1 bath,189160513,Boutros,Naxxar,35.93783400332933,14.45460563862468,Private room,43,1,0,1,7,0
954203044007707605,Rental unit in San Pawl il-Baħar · ★New · 1 bedroom · 2 beds · 1 private bath,88895846,Cristina,San Pawl il-Bahar,35.95325158639446,14.42268904096718,Private room,33,2,2,2,303,2
954218713244437200,Home in San Ġiljan · ★New · 1 bedroom · 1 bed · 1 bath,530833048,Hikmet,San Giljan,35.917174314210015,14.487647227942944,Private room,40,1,2,1,264,2
954233566929777403,Rental unit in Pembroke · ★New · 2 bedrooms · 3 beds · 3 baths,11806692,Andrea,Pembroke,35.92836357804879,14.478524097690622,Entire home/apt,194,3,0,6,210,0
954237193190870924,Home in San Ġiljan · ★New · 1 bedroom · 2 beds · 1 shared bath,530699481,Karen,San Giljan,35.91215586830013,14.488591641482914,Private room,57,3,1,2,267,1
954278896973571232,Rental unit in Pembroke · ★New · 2 bedrooms · 3 beds · 3 baths,11806692,Andrea,Pembroke,35.92937347119299,14.478128715885962,Entire home/apt,132,3,0,6,204,0
954286602990626851,Home in San Ġiljan · ★New · 3 bedrooms · 7 beds · 2.5 baths,48707945,Serhat,San Giljan,35.91813130707517,14.490254020202888,Entire home/apt,227,1,0,2,264,0
954286822346779347,Rental unit in Pembroke · ★New · 2 bedrooms · 3 beds · 3 baths,11806692,Andrea,Pembroke,35.92806204773618,14.479369178430352,Entire home/apt,115,3,1,6,209,1
954297575355880401,Rental unit in San Pawl il-Baħar · ★New · 3 bedrooms · 4 beds · 3 baths,395906035,Michele,San Pawl il-Bahar,35.954848594097506,14.422764030163572,Entire home/apt,103,3,0,16,329,0
954318222556819993,Home in Iż-Żebbuġ · ★New · 4 bedrooms · 7 beds · 4.5 baths,530877289,James,Zebbug (Ghawdex),36.072450370127896,14.23638948623562,Entire home/apt,283,1,0,2,105,0
954394270133966685,Rental unit in San Pawl il-Baħar · ★New · 2 bedrooms · 3 beds · 2 baths,461320328,Olena,San Pawl il-Bahar,35.9506612,14.4096217,Entire home/apt,89,2,0,6,234,0
954431228197632448,Rental unit in Il-Ħamrun · ★New · 3 bedrooms · 3 beds · 1 bath,521263672,Elena,Hamrun,35.88664251119606,14.4945567036296,Entire home/apt,150,2,0,2,0,0
954517990515064492,Home in Is-Swieqi · ★New · 1 bedroom · 4 beds · 2 shared baths,516503549,Lautaro,Swieqi,35.919382199170705,14.47957659051398,Shared room,23,7,0,24,269,0
954694138472041824,Home in Attard · ★New · 1 bedroom · 1 bed · 2 shared baths,353067143,Kelly And Ricardo,Attard,35.89698565214108,14.436007620785082,Private room,98,1,1,5,89,1
954729746607460684,Rental unit in St. Julian's · ★New · 2 bedrooms · 2 beds · 2 baths,80646978,Frances,San Giljan,35.91731163972824,14.493341369544815,Entire home/apt,150,4,0,1,213,0
954769056831517922,Rental unit in Birkirkara · ★New · 1 bedroom · 1 bed · 1 shared bath,530988060,Augustine,Birkirkara,35.89685255798233,14.464376146603144,Shared room,15,7,1,2,269,1
954777047301902838,Rental unit in Is-Swieqi · ★New · 1 bedroom · 2 beds · 1 bath,238081073,Marley,Swieqi,35.92255,14.47781,Entire home/apt,64,2,1,25,4,1
